"RV56: DEATHS by Year, Cause of death by ICD-10, Sex and Age group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age groups total,0,1,2,3,4,0-4,1-4,5-9,10-14,0-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,15-49,50-54,55-59,60-64,15-64,65 and older,65-69,70-74,75-79,80-84,85 and older,85-89,90-94,95-99,100 and older,Age unknown
,,Males,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,3,6,12,29,107,28,30,30,13,6,..,..,..,..,0
,,Females,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,46,13,8,10,9,6,..,..,..,..,0
,....asthma (J45-J46),Males and females,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,10,35,11,7,9,4,4,..,..,..,..,0
,,Males,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,5,17,4,3,6,3,1,..,..,..,..,0
,,Females,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,18,7,4,3,1,3,..,..,..,..,0
,Diseases of the digestive system (K00-K93),Males and females,665,0,0,0,0,0,0,0,0,0,0,0,3,9,11,26,43,59,151,73,66,69,359,299,66,66,61,52,54,..,..,..,..,7
,,Males,356,0,0,0,0,0,0,0,0,0,0,0,2,7,5,18,31,40,103,44,38,38,223,126,37,32,25,15,17,..,..,..,..,7
,,Females,309,0,0,0,0,0,0,0,0,0,0,0,1,2,6,8,12,19,48,29,28,31,136,173,29,34,36,37,37,..,..,..,..,0
,"..ulcer of stomach, duodenum and jejunum (K25-K28)",Males and females,72,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,8,5,5,9,27,45,7,6,14,7,11,..,..,..,..,0
,,Males,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,6,4,4,5,19,22,5,3,6,3,5,..,..,..,..,0
,,Females,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,4,8,23,2,3,8,4,6,..,..,..,..,0
,"..chronic liver disease (K70, K73, K74)",Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....alcoholic liver disease (K70),Males and females,176,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,20,34,81,36,15,19,151,24,14,8,1,1,0,..,..,..,..,1
,,Males,106,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,13,23,54,23,8,7,92,13,6,6,0,1,0,..,..,..,..,1
,,Females,70,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,11,27,13,7,12,59,11,8,2,1,0,0,..,..,..,..,0
,.....cirrhosis of liver (K74),Males and females,134,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,10,12,30,15,23,17,85,48,13,17,11,5,2,..,..,..,..,1
,,Males,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,17,7,14,7,45,21,7,8,5,1,0,..,..,..,..,1
,,Females,67,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,7,13,8,9,10,40,27,6,9,6,4,2,..,..,..,..,0
,Diseases of the skin and subcutaneous tissue (L00-L99),Males and females,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,5,1,0,5,11,4,1,0,3,0,0,..,..,..,..,0
,,Males,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,2,5,3,1,0,2,0,0,..,..,..,..,0
,,Females,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,3,6,1,0,0,1,0,0,..,..,..,..,0
,Diseases of the musculo-skeletal system and connective tissue (M00-M99),Males and females,61,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,7,3,1,4,15,46,13,8,5,5,15,..,..,..,..,0
,,Males,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,1,0,2,6,5,1,1,2,0,1,..,..,..,..,0
,,Females,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,1,2,9,41,12,7,3,5,14,..,..,..,..,0
,"..rheumatoid arthritis and osteoarthrosis (M05-M06, M15-M19)",Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,Diseases of the genito-urinary system (N00-N99),Males and females,151,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,7,15,4,2,10,31,120,18,24,29,22,27,..,..,..,..,0
,,Males,75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,5,11,2,0,6,19,56,11,13,14,8,10,..,..,..,..,0
,,Females,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,2,4,12,64,7,11,15,14,17,..,..,..,..,0
,..diseases of kidney and ureter (N00-N29),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....nephritic syndromes (N00-N05),Males and females,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,0,1,7,4,1,2,1,0,0,..,..,..,..,0
,,Males,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,2,0,1,1,0,0,..,..,..,..,0
,,Females,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3,2,1,1,0,0,0,..,..,..,..,0
,..hyperplasia of prostate (N40),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,"Complications of pregnancy, childbirth and puerperium (O00-O99)",Males and females,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,..,..,..,..,0
,,Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Females,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,..,..,..,..,0
,..pregnancy with abortive outcome (O00-O08),Males and females,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,..,..,..,..,0
,,Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Females,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,..,..,..,..,0
,Certain conditions originating in the perinatal period (P00-P96),Males and females,50,50,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Males,23,23,0,0,0,0,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Females,27,27,0,0,0,0,27,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,..birth trauma (P10-P15),Males and females,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Males,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,Congenital malformations and chromosomal abnormalities (Q00-Q99),Males and females,49,30,5,0,0,0,35,5,6,2,43,1,1,0,0,0,1,1,4,0,1,0,5,1,0,0,1,0,0,..,..,..,..,0
,,Males,34,23,2,0,0,0,25,2,4,0,29,1,1,0,0,0,1,1,4,0,1,0,5,0,0,0,0,0,0,..,..,..,..,0
,,Females,15,7,3,0,0,0,10,3,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,..,..,..,..,0
,"Symptoms, signs and ill-defined causes (R00-R99)",Males and females,724,4,0,0,0,0,4,0,0,0,4,2,4,4,5,13,12,17,57,17,19,31,124,575,22,23,39,97,394,..,..,..,..,21
,,Males,255,3,0,0,0,0,3,0,0,0,3,2,4,4,5,11,11,17,54,15,15,25,109,125,13,10,11,16,75,..,..,..,..,18
,,Females,469,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,3,2,4,6,15,450,9,13,28,81,319,..,..,..,..,3
,..senility (R54),Males and females,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,1,7,33,92,389,..,..,..,..,0
,,Males,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1,2,11,16,74,..,..,..,..,0
,,Females,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,5,22,76,315,..,..,..,..,0
,..sudden infant death syndrome (R95),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,..unknown and unspecified causes (R96-R99),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,Injury and poisoning (V01-Y89),Males and females,2330,8,3,3,5,2,21,13,14,21,56,62,112,95,129,179,255,296,1128,255,224,211,1818,378,115,101,73,35,54,..,..,..,..,78
,,Males,1791,5,2,3,2,0,12,7,8,19,39,46,93,83,112,156,217,241,948,192,174,163,1477,211,83,67,33,14,14,..,..,..,..,64
,,Females,539,3,1,0,3,2,9,6,6,2,17,16,19,12,17,23,38,55,180,63,50,48,341,167,32,34,40,21,40,..,..,..,..,14
,..accidents (V01-X59),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....transport accidents (V01-V99),Males and females,237,1,2,0,0,0,3,2,10,6,19,21,22,17,21,19,21,31,152,9,14,16,191,26,7,10,7,1,1,..,..,..,..,1
,,Males,181,0,1,0,0,0,1,1,6,5,12,14,16,14,16,18,19,28,125,7,9,12,153,15,5,5,4,0,1,..,..,..,..,1
,,Females,56,1,1,0,0,0,2,1,4,1,7,7,6,3,5,1,2,3,27,2,5,4,38,11,2,5,3,1,0,..,..,..,..,0
,....accidental falls (W00-W19),Males and females,139,0,0,0,1,0,1,1,0,2,3,3,3,3,3,4,14,14,44,16,16,13,89,43,6,7,8,7,15,..,..,..,..,4
,,Males,100,0,0,0,0,0,0,0,0,2,2,2,3,2,3,4,10,13,37,14,14,10,75,19,4,7,0,4,4,..,..,..,..,4
,,Females,39,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,4,1,7,2,2,3,14,24,2,0,8,3,11,..,..,..,..,0
,....accidental drowning (W65-W74),Males and females,135,0,1,2,2,1,6,6,1,4,11,4,12,6,10,7,7,19,65,15,6,10,96,27,9,10,5,2,1,..,..,..,..,1
,,Males,105,0,1,2,1,0,4,4,1,4,9,2,12,6,8,7,5,11,51,14,4,7,76,19,8,8,3,0,0,..,..,..,..,1
,,Females,30,0,0,0,1,1,2,2,0,0,2,2,0,0,2,0,2,8,14,1,2,3,20,8,1,2,2,2,1,..,..,..,..,0
,"....exposure to smoke, fire and flames (X00-X09)",Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....exposure to excessive natural cold (X31),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....accidental poisoning (X40-X49),Males and females,418,0,0,0,0,0,0,0,0,1,1,9,24,18,12,33,58,67,221,62,49,42,374,35,17,10,7,0,1,..,..,..,..,8
,,Males,332,0,0,0,0,0,0,0,0,0,0,8,21,16,11,26,50,56,188,46,33,35,302,23,15,6,2,0,0,..,..,..,..,7
,,Females,86,0,0,0,0,0,0,0,0,1,1,1,3,2,1,7,8,11,33,16,16,7,72,12,2,4,5,0,1,..,..,..,..,1
,......accidental poisoning by alcohol (X45),Males and females,346,0,0,0,0,0,0,0,0,0,0,2,7,11,9,27,54,62,172,58,45,38,313,25,16,5,4,0,0,..,..,..,..,8
,,Males,274,0,0,0,0,0,0,0,0,0,0,1,6,9,8,21,47,52,144,43,30,31,248,19,15,3,1,0,0,..,..,..,..,7
,,Females,72,0,0,0,0,0,0,0,0,0,0,1,1,2,1,6,7,10,28,15,15,7,65,6,1,2,3,0,0,..,..,..,..,1
,..suicide (X60-X84),Males and females,401,0,0,0,0,0,0,0,0,4,4,14,28,20,32,33,46,45,218,35,42,26,321,76,21,17,15,11,12,..,..,..,..,0
,,Males,315,0,0,0,0,0,0,0,0,4,4,12,24,16,28,29,41,36,186,29,37,22,274,37,15,10,6,5,1,..,..,..,..,0
,,Females,86,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,5,9,32,6,5,4,47,39,6,7,9,6,11,..,..,..,..,0
,..homicide (X85-Y09),Males and females,207,1,0,0,0,0,1,0,0,0,1,5,11,14,23,31,32,18,134,17,16,12,179,25,8,8,7,1,1,..,..,..,..,2
,,Males,162,1,0,0,0,0,1,0,0,0,1,3,7,13,19,27,26,17,112,13,14,9,148,11,4,2,4,0,1,..,..,..,..,2
,,Females,45,0,0,0,0,0,0,0,0,0,0,2,4,1,4,4,6,1,22,4,2,3,31,14,4,6,3,1,0,..,..,..,..,0
,..event of undermined intent (Y30-Y34),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2002,All causes,Males and females,18355,74,8,9,3,4,98,24,24,19,141,95,172,162,225,293,518,773,2238,997,980,1616,5831,12298,1885,2536,2524,2100,3253,..,..,..,..,85
,,Males,9369,46,7,7,1,3,64,18,15,13,92,78,143,139,179,235,377,575,1726,716,679,1117,4238,4967,1220,1376,994,665,712,..,..,..,..,72
,,Females,8986,28,1,2,2,1,34,6,9,6,49,17,29,23,46,58,141,198,512,281,301,499,1593,7331,665,1160,1530,1435,2541,..,..,..,..,13
,Infectious and parasitic diseases (A00-B99),Males and females,123,2,0,0,0,0,2,0,0,0,2,1,1,4,5,9,15,20,55,8,12,15,90,31,10,8,11,2,0,..,..,..,..,0
,,Males,91,1,0,0,0,0,1,0,0,0,1,1,1,3,3,6,12,18,44,8,10,11,73,17,9,5,2,1,0,..,..,..,..,0
,,Females,32,1,0,0,0,0,1,0,0,0,1,0,0,1,2,3,3,2,11,0,2,4,17,14,1,3,9,1,0,..,..,..,..,0
,"..tuberculosis (A15-A19, B90)",Males and females,88,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,14,18,45,7,9,9,70,18,7,5,5,1,0,..,..,..,..,0
,,Males,75,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,11,17,38,7,9,8,62,13,7,3,2,1,0,..,..,..,..,0
,,Females,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,7,0,0,1,8,5,0,2,3,0,0,..,..,..,..,0
,..meningococcal infection (A39),Males and females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,..sepsis (A40-A41),Males and females,17,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,3,1,2,3,9,7,2,2,2,1,0,..,..,..,..,0
,,Males,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,5,2,1,1,0,0,0,..,..,..,..,0
,,Females,10,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,4,5,1,1,2,1,0,..,..,..,..,0
,..viral hepatitis(B20-B24),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,..HIV-disease (B20-B24),Males and females,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,..,..,..,..,0
,,Males,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,..,..,..,..,0
,,Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,Neoplasms (C00-D48),Males and females,3453,1,0,0,2,1,4,3,7,4,15,6,4,8,9,25,72,148,272,208,253,429,1162,2275,569,670,515,285,236,..,..,..,..,1
,,Males,1878,0,0,0,1,0,1,1,5,2,8,5,3,4,4,19,34,75,144,123,146,267,680,1189,362,389,233,112,93,..,..,..,..,1
,,Females,1575,1,0,0,1,1,3,2,2,2,7,1,1,4,5,6,38,73,128,85,107,162,482,1086,207,281,282,173,143,..,..,..,..,0
,..malignant neoplasms (C00-C97),Males and females,3426,1,0,0,2,1,4,3,7,3,14,6,4,8,9,25,70,146,268,206,252,426,1152,2259,566,665,513,283,232,..,..,..,..,1
,,Males,1864,0,0,0,1,0,1,1,5,1,7,5,3,4,4,19,33,74,142,122,145,266,675,1181,360,386,232,111,92,..,..,..,..,1
,,Females,1562,1,0,0,1,1,3,2,2,2,7,1,1,4,5,6,37,72,126,84,107,160,477,1078,206,279,281,172,140,..,..,..,..,0
,"....malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",Males and females,107,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,2,6,9,16,21,52,54,16,16,11,6,5,..,..,..,..,0
,,Males,79,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,2,6,8,11,20,45,33,13,10,7,2,1,..,..,..,..,0
,,Females,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,7,21,3,6,4,4,4,..,..,..,..,0
,....malignant neoplasm of oesophagus (C15),Males and females,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,7,19,27,11,7,5,3,1,..,..,..,..,0
,,Males,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,6,17,19,9,6,3,1,0,..,..,..,..,0
,,Females,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,2,1,2,2,1,..,..,..,..,0
,....malignant neoplasm of stomach (C16),Males and females,342,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,10,18,37,20,27,37,121,221,63,57,41,32,28,..,..,..,..,0
,,Males,188,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,11,22,14,15,24,75,113,44,35,15,11,8,..,..,..,..,0
,,Females,154,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,7,15,6,12,13,46,108,19,22,26,21,20,..,..,..,..,0
,"....malignant neoplasm of colon and rectosigmoid junction (C18, C19)",Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,......malignant neoplasm of colon (C18),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,......malignant neoplasm of colon and rectosigmoid junction (C19),Males and females,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,11,7,9,26,64,229,43,61,68,30,27,..,..,..,..,229
,,Males,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,19,30,99,20,28,30,11,10,..,..,..,..,99
,,Females,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,8,5,6,7,34,130,23,33,38,19,17,..,..,..,..,130
,"....malignant neoplasm of rectum and anus (C20, C21)",Males and females,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,5,10,32,101,18,29,25,15,14,..,..,..,..,101
,,Males,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,6,16,40,9,12,9,4,6,..,..,..,..,40
,,Females,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,4,16,61,9,17,16,11,8,..,..,..,..,61
,....malignant neoplasm of liver and intrahepatic bile ducts (C22),Males and females,93,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,4,4,11,4,8,11,34,58,13,19,17,5,4,..,..,..,..,0
,,Males,56,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,2,3,8,4,7,9,28,27,9,11,4,0,3,..,..,..,..,0
,,Females,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,2,6,31,4,8,13,5,1,..,..,..,..,0
,....malignant neoplasm of pancreas (C25),Males and females,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,15,8,12,28,63,117,37,27,28,15,10,..,..,..,..,0
,,Males,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,5,9,17,39,50,23,17,7,2,1,..,..,..,..,0
,,Females,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,3,3,11,24,67,14,10,21,13,9,..,..,..,..,0
,....malignant neoplasms of respiratory organs (C30-39),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,"......malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)",Males and females,686,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9,27,39,48,63,95,245,440,137,163,84,35,21,..,..,..,..,1
,,Males,561,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,22,31,41,54,85,211,349,117,135,62,23,12,..,..,..,..,1
,,Females,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,7,9,10,34,91,20,28,22,12,9,..,..,..,..,0
,....malignant melanoma of skin (C43),Males and females,36,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,8,2,6,6,22,14,3,5,0,0,6,..,..,..,..,0
,,Males,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,1,3,4,12,5,1,1,0,0,3,..,..,..,..,0
,,Females,19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,4,1,3,2,10,9,2,4,0,0,3,..,..,..,..,0
,....malignant neoplasm of breast (C50),Males and females,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,23,30,22,39,114,145,37,39,33,19,17,..,..,..,..,0
,,Males,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,..,..,..,..,0
,,Females,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,23,30,22,37,112,144,36,39,33,19,17,..,..,..,..,0
,....malignant neoplasm of cervix uteri (C53),Males and females,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16,4,6,10,36,27,4,6,10,4,3,..,..,..,..,0
,,Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
